id	taxonID	acceptedNameUsageID	scientificName	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	specificEpithet	full.tax.name	taxonRank	scientificNameAuthorship	vernacularName	taxonomicStatus	taxonRemarks	language
MUS_400	MUS_400		Angraecum			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum		Angraecum 	genus					
MUS_401	MUS_401		Beclardia  macrostachya (Thou.) A. Rich.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Beclardia	macrostachya	Beclardia macrostachya	species	(Thou.) A. Rich.		accepted		
MUS_402	MUS_402		Benthamia chlorantha (Spreng.) Garay & G.A. Romero			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Benthamia	chlorantha	Benthamia chlorantha	species	(Spreng.) Garay & G.A. Romero		accepted		
MUS_403	MUS_403		Benthamia spiralis (Thou.) A. Rich.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Benthamia	spiralis	Benthamia spiralis	species	(Thou.) A. Rich.		accepted		
MUS_404	MUS_404		Bulbophyllum caespitosum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	caespitosum	Bulbophyllum caespitosum	species	Thou.		accepted		
MUS_405	MUS_405		Bulbophyllum clavatum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	clavatum	Bulbophyllum clavatum	species	Thou.		accepted		
MUS_406	MUS_406		Bulbophyllum conicum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	conicum	Bulbophyllum conicum	species	Thou.		accepted		
MUS_407	MUS_407		Bulbophyllum densum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	densum	Bulbophyllum densum	species	Thou.		accepted		
MUS_408	MUS_408		Bulbophyllum elliotii Rolfe			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	elliotii	Bulbophyllum elliotii	species	Rolfe		accepted		
MUS_409	MUS_409		Bulbophyllum gracile Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	gracile	Bulbophyllum gracile	species	Thou.		accepted		
MUS_410	MUS_410		Bulbophyllum incurvum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	incurvum	Bulbophyllum incurvum	species	Thou.		accepted		
MUS_411	MUS_411		Bulbophyllum longiflorum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	longiflorum	Bulbophyllum longiflorum	species	Thou.		accepted		
MUS_412	MUS_412		Bulbophyllum nigriflorum H.Perrier			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	nigriflorum	Bulbophyllum nigriflorum	species	H.Perrier		accepted		
MUS_413	MUS_413		Bulbophyllum nutans Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	nutans	Bulbophyllum nutans	species	Thou.		accepted		
MUS_414	MUS_414		Bulbophyllum occultum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	occultum	Bulbophyllum occultum	species	Thou.		accepted		
MUS_415	MUS_415		Bulbophyllum pendulum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	pendulum	Bulbophyllum pendulum	species	Thou.		accepted		
MUS_416	MUS_416		Bulbophyllum prismaticum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	prismaticum	Bulbophyllum prismaticum	species	Thou.		accepted		
MUS_417	MUS_417		Bulbophyllum sambiranense Jum. & H. Perrier			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	sambiranense	Bulbophyllum sambiranense	species	Jum. & H. Perrier		accepted		
MUS_418	MUS_418		Bulbophyllum variegatum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	variegatum	Bulbophyllum variegatum	species	Thou.		accepted		
MUS_419	MUS_419		Bulbophyllum			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum		Bulbophyllum 	genus					
MUS_420	MUS_420		Calanthe candida Bosser			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Calanthe	candida	Calanthe candida	species	Bosser		accepted		
MUS_421	MUS_421		Calanthe sylvatica (Thou.) Lindl.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Calanthe	sylvatica	Calanthe sylvatica	species	(Thou.) Lindl.		accepted		
MUS_422	MUS_422		Cheirostylis nuda (Thou.) Ormerod			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Cheirostylis	nuda	Cheirostylis nuda	species	(Thou.) Ormerod		accepted		
MUS_423	MUS_423		Corymborkis corymbis Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Corymborkis	corymbis	Corymborkis corymbis	species	Thou.		accepted		
MUS_424	MUS_424		Cryptoptus elatus (Thou.) Lindl.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Cryptoptus	elatus	Cryptoptus elatus	species	(Thou.) Lindl.		accepted		
MUS_425	MUS_425		Cynorkis boryana (A. Rich.) Lindl.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Cynorkis	boryana	Cynorkis boryana	species	(A. Rich.) Lindl.		accepted		
MUS_426	MUS_426		Cynorkis cylindrostachys Kraenzl.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Cynorkis	cylindrostachys	Cynorkis cylindrostachys	species	Kraenzl.		accepted		
MUS_427	MUS_427		Cynorkis fastigiata Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Cynorkis	fastigiata	Cynorkis fastigiata	species	Thou.		accepted		
MUS_428	MUS_428		Cynorkis graminea (Thou.) Schltr.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Cynorkis	graminea	Cynorkis graminea	species	(Thou.) Schltr.		accepted		
MUS_429	MUS_429		Cynorkis inermis (Thou.) Hermans & P.J. Cribb			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Cynorkis	inermis	Cynorkis inermis	species	(Thou.) Hermans & P.J. Cribb		accepted		
MUS_430	MUS_430		Cynorkis purpurascens Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Cynorkis	purpurascens	Cynorkis purpurascens	species	Thou.		accepted		
MUS_431	MUS_431		Disperis cordata Sw.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Disperis	cordata	Disperis cordata	species	Sw.		accepted		
MUS_432	MUS_432		Disperis oppositifolia Sw.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Disperis	oppositifolia	Disperis oppositifolia	species	Sw.		accepted		
MUS_433	MUS_433		Disperis tripetaloides (Thou.) Lindl.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Disperis	tripetaloides	Disperis tripetaloides	species	(Thou.) Lindl.		accepted		
MUS_434	MUS_434		Graphorkis concolor (Thou.) Kuntze			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Graphorkis	concolor	Graphorkis concolor	species	(Thou.) Kuntze		accepted		
MUS_435	MUS_435		Habernaria lancifolia A. Rich.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Habernaria	lancifolia	Habernaria lancifolia	species	A. Rich.		accepted		
MUS_436	MUS_436		Habernaria praealta (Thou.) Spreng.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Habernaria	praealta	Habernaria praealta	species	(Thou.) Spreng.		accepted		
MUS_437	MUS_437		Habernaria vesiculosa A. Rich.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Habernaria	vesiculosa	Habernaria vesiculosa	species	A. Rich.		accepted		
MUS_438	MUS_438		Hederorkis scandens Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Hederorkis	scandens	Hederorkis scandens	species	Thou.		accepted		
MUS_439	MUS_439		Jumellea exilis (Cordem.) Schltr.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Jumellea	exilis	Jumellea exilis	species	(Cordem.) Schltr.		accepted		
MUS_440	MUS_440		Jumellea fragrans (Thou.) Schltr.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Jumellea	fragrans	Jumellea fragrans	species	(Thou.) Schltr.		accepted		
MUS_441	MUS_441		Jumellea recta (Thou.) Schltr.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Jumellea	recta	Jumellea recta	species	(Thou.) Schltr.		accepted		
MUS_442	MUS_442		Jumellea recurva (Thou.) Schltr.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Jumellea	recurva	Jumellea recurva	species	(Thou.) Schltr.		accepted		
MUS_443	MUS_443		Jumellea rossii Senghas			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Jumellea	rossii	Jumellea rossii	species	Senghas		accepted		
MUS_444	MUS_444		Jumellea triquetra (Thou.) Schltr.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Jumellea	triquetra	Jumellea triquetra	species	(Thou.) Schltr.		accepted		
MUS_445	MUS_445		Liparis caespitosa (Lam.) Lindl.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Liparis	caespitosa	Liparis caespitosa	species	(Lam.) Lindl.		accepted		
MUS_446	MUS_446		Liparis disticha (Thou.) Lindl.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Liparis	disticha	Liparis disticha	species	(Thou.) Lindl.		accepted		
MUS_447	MUS_447		Liparis flavescens (Thou.) Lindl.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Liparis	flavescens	Liparis flavescens	species	(Thou.) Lindl.		accepted		
MUS_448	MUS_448		Liparis salassia (Pers.) Summerh.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Liparis	salassia	Liparis salassia	species	(Pers.) Summerh.		accepted		
MUS_449	MUS_449		Nervilia bicarinata (Blume) Schltr.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Nervilia	bicarinata	Nervilia bicarinata	species	(Blume) Schltr.		accepted		
MUS_450	MUS_450		Nervilia simplex (Thou.) Schltr.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Nervilia	simplex	Nervilia simplex	species	(Thou.) Schltr.		accepted		
MUS_451	MUS_451		Oberonia disticha (Lam.) Schltr.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Oberonia	disticha	Oberonia disticha	species	(Lam.) Schltr.		accepted		
MUS_452	MUS_452		Oeceoclades maculata (Lindl.) Lindl.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Oeceoclades	maculata	Oeceoclades maculata	species	(Lindl.) Lindl.		accepted		
MUS_453	MUS_453		Oeceoclades pulchra (Thou.) P.J. Cribb & M.A. Clem.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Oeceoclades	pulchra	Oeceoclades pulchra	species	(Thou.) P.J. Cribb & M.A. Clem.		accepted		
MUS_454	MUS_454		Oeoniella polystachys (Thou.) Schltr.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Oeoniella	polystachys	Oeoniella polystachys	species	(Thou.) Schltr.		accepted		
MUS_455	MUS_455		Peristyllus flexuosus (Thou.) S. Moore			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Peristyllus	flexuosus	Peristyllus flexuosus	species	(Thou.) S. Moore		accepted		
MUS_456	MUS_456		Phaius longibracteatus (S. Moore) Frapp. ex Cordem.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Phaius	longibracteatus	Phaius longibracteatus	species	(S. Moore) Frapp. ex Cordem.		accepted		
MUS_457	MUS_457		Phaius pulchellus Kraenzl.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Phaius	pulchellus	Phaius pulchellus	species	Kraenzl.		accepted		
MUS_458	MUS_458		Phaius tetragonus (Thou.) Rchb. f.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Phaius	tetragonus	Phaius tetragonus	species	(Thou.) Rchb. f.		accepted		
MUS_459	MUS_459		Platylepis occulta (Thou.) Rchb. f.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Platylepis	occulta	Platylepis occulta	species	(Thou.) Rchb. f.		accepted		
MUS_460	MUS_460		Polystachia concreta (Jacq.) Garay & H.R. Sweet			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Polystachia	concreta	Polystachia concreta	species	(Jacq.) Garay & H.R. Sweet		accepted		
MUS_461	MUS_461		Polystachia cultriformis (Thou.) Lindl. ex Spreng.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Polystachia	cultriformis	Polystachia cultriformis	species	(Thou.) Lindl. ex Spreng.		accepted		
MUS_462	MUS_462		Polystachia fusiformis (Thou.) Lindl.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Polystachia	fusiformis	Polystachia fusiformis	species	(Thou.) Lindl.		accepted		
MUS_463	MUS_463		Polystachia jubaultii Pailler			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Polystachia	jubaultii	Polystachia jubaultii	species	Pailler		accepted		
MUS_464	MUS_464		Polystachia rosea Ridl.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Polystachia	rosea	Polystachia rosea	species	Ridl.		accepted		
MUS_465	MUS_465		Microcoelia aphylla (Thou.) Summerh.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Microcoelia	aphylla	Microcoelia aphylla	species	(Thou.) Summerh.		accepted		
MUS_466	MUS_466		Taeniophyllum  coxii (Summerh.) Summerh.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Taeniophyllum	coxii	Taeniophyllum coxii	species	(Summerh.) Summerh.		accepted		
MUS_467	MUS_467		Alectra sessiliflora (Vahl.) Kuntze			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Alectra	sessiliflora	Alectra sessiliflora	species	(Vahl.) Kuntze		accepted		
MUS_468	MUS_468		Striga asiatica (L.) Kuntze			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Striga	asiatica	Striga asiatica	species	(L.) Kuntze		accepted		
MUS_469	MUS_469		Pandanus barkleyi Balf. f.			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	barkleyi	Pandanus barkleyi	species	Balf. f.		accepted		
MUS_470	MUS_470		Pandanus charmichaelli R.E. Vaughan & Wiehe			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	charmichaelli	Pandanus charmichaelli	species	R.E. Vaughan & Wiehe		accepted		
MUS_471	MUS_471		Pandanus conglomeratus Balf. f.			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	conglomeratus	Pandanus conglomeratus	species	Balf. f.		accepted		
MUS_472	MUS_472		Pandanus drupaceus Thou.			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	drupaceus	Pandanus drupaceus	species	Thou.		accepted		
MUS_473	MUS_473		Pandanus eydouxia Balf. f.			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	eydouxia	Pandanus eydouxia	species	Balf. f.		accepted		
MUS_474	MUS_474		Pandanus glaucocephalus R.E. Vaughan & Wiehe			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	glaucocephalus	Pandanus glaucocephalus	species	R.E. Vaughan & Wiehe		accepted		
MUS_475	MUS_475		Pandanus iceryi Horne ex Balf. f.			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	iceryi	Pandanus iceryi	species	Horne ex Balf. f.		accepted		
MUS_476	MUS_476		Pandanus incertus R.E. Vaughan & Wiehe			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	incertus	Pandanus incertus	species	R.E. Vaughan & Wiehe		accepted		
MUS_477	MUS_477		Pandanus macrostigma Martelli			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	macrostigma	Pandanus macrostigma	species	Martelli		accepted		
MUS_478	MUS_478		Pandanus microcarpus Balf. f.			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	microcarpus	Pandanus microcarpus	species	Balf. f.		accepted		
MUS_479	MUS_479		Pandanus obsoletus R.E. Vaughan & Wiehe			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	obsoletus	Pandanus obsoletus	species	R.E. Vaughan & Wiehe		accepted		
MUS_480	MUS_480		Pandanus palustris Thou.			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	palustris	Pandanus palustris	species	Thou.		accepted		
MUS_481	MUS_481		Pandanus prostratus Balf. f.			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	prostratus	Pandanus prostratus	species	Balf. f.		accepted		
MUS_482	MUS_482		Pandanus pseudomontanus Bosser & J. Guého			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	pseudomontanus	Pandanus pseudomontanus	species	Bosser & J. Guého		accepted		
MUS_483	MUS_483		Pandanus pyramidalis Barkly ex Balf. f.			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	pyramidalis	Pandanus pyramidalis	species	Barkly ex Balf. f.		accepted		
MUS_484	MUS_484		Pandanus rigidifolius R.E. Vaughan & Wiehe			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	rigidifolius	Pandanus rigidifolius	species	R.E. Vaughan & Wiehe		accepted		
MUS_485	MUS_485		Pandanus spathulatus Martelli			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	spathulatus	Pandanus spathulatus	species	Martelli		accepted		
MUS_486	MUS_486		Pandanus sphaeroideus Thou.			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	sphaeroideus	Pandanus sphaeroideus	species	Thou.		accepted		
MUS_487	MUS_487		Pandanus utilis Bory			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	utilis	Pandanus utilis	species	Bory		accepted		
MUS_488	MUS_488		Pandanus vandermeeschii Balf. f.			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	vandermeeschii	Pandanus vandermeeschii	species	Balf. f.		accepted		
MUS_489	MUS_489		Pandanus wiehei Bosser & J. Guého			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	wiehei	Pandanus wiehei	species	Bosser & J. Guého		accepted		
MUS_490	MUS_490		Pandanus			Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus		Pandanus 	genus					
MUS_491	MUS_491		Antidesma madagascariense Lam.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Antidesma	madagascariense	Antidesma madagascariense	species	Lam.		accepted		
MUS_492	MUS_492		Margaritaria anomala (Baillon) Fosberg			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Margaritaria	anomala	Margaritaria anomala	species	(Baillon) Fosberg		accepted		
MUS_493	MUS_493		Phyllanthus casticum P. Willemet			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	casticum	Phyllanthus casticum	species	P. Willemet		accepted		
MUS_494	MUS_494		Phyllanthus lanceolatus Poir.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	lanceolatus	Phyllanthus lanceolatus	species	Poir.		accepted		
MUS_495	MUS_495		Phyllanthus mauritianus Henry H. Johnst.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	mauritianus	Phyllanthus mauritianus	species	Henry H. Johnst.		accepted		
MUS_496	MUS_496		Phyllanthus oppositifolius Baill. ex Muell. Arg.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	oppositifolius	Phyllanthus oppositifolius	species	Baill. ex Muell. Arg.		accepted		
MUS_497	MUS_497		Phyllanthus phillyreifolius Poir.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	phillyreifolius	Phyllanthus phillyreifolius	species	Poir.		accepted		
MUS_498	MUS_498		Phyllanthus pileostigma Coode			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	pileostigma	Phyllanthus pileostigma	species	Coode		accepted		
MUS_499	MUS_499		Phyllanthus revaughanii Coode			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	revaughanii	Phyllanthus revaughanii	species	Coode		accepted		
MUS_500	MUS_500		Phyllanthus tenellus Roxb.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	tenellus	Phyllanthus tenellus	species	Roxb.		accepted		
MUS_501	MUS_501		Securinega durissima J.F. Gmel.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Securinega	durissima	Securinega durissima	species	J.F. Gmel.		accepted		
MUS_502	MUS_502		Synostemon bacciformis (L.) G.L. Webster			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Synostemon	bacciformis	Synostemon bacciformis	species	(L.) G.L. Webster		accepted		
MUS_503	MUS_503		Peperomia borbonensis Miq.			Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	borbonensis	Peperomia borbonensis	species	Miq.		accepted		
MUS_504	MUS_504		Peperomia elliptica (Lam.) A. Dietr.			Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	elliptica	Peperomia elliptica	species	(Lam.) A. Dietr.		accepted		
MUS_505	MUS_505		Peperomia goudotii Miq.			Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	goudotii	Peperomia goudotii	species	Miq.		accepted		
MUS_506	MUS_506		Peperomia portulacoides (Lam.) A. Dietr.			Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	portulacoides	Peperomia portulacoides	species	(Lam.) A. Dietr.		accepted		
MUS_507	MUS_507		Peperomia tetraphylla (J.R. Forst.) Hook. & Arn.			Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	tetraphylla	Peperomia tetraphylla	species	(J.R. Forst.) Hook. & Arn.		accepted		
MUS_508	MUS_508		Piper borbonense (Miq.) C. DC.			Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	borbonense	Piper borbonense	species	(Miq.) C. DC.		accepted		
MUS_509	MUS_509		Pittosporum ferrugineum W.T. Aiton			Plantae	Tracheophyta	Magnoliopsida	Apiales	Pittosporaceae	Pittosporum	ferrugineum	Pittosporum ferrugineum	species	W.T. Aiton		accepted		
MUS_510	MUS_510		Pittosporum senacia Putt.			Plantae	Tracheophyta	Magnoliopsida	Apiales	Pittosporaceae	Pittosporum	senacia	Pittosporum senacia	species	Putt.		accepted		
MUS_511	MUS_511		Bacopa monnieri (L.) Wettst.			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Bacopa	monnieri	Bacopa monnieri	species	(L.) Wettst.		accepted		
MUS_512	MUS_512		"Lindernia benthamii Eb. Fisch., Schäferh. & Kai Müll."			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Lindernia	benthamii	Lindernia benthamii	species	"Eb. Fisch., Schäferh. & Kai Müll."		accepted		
MUS_513	MUS_513		Plumbago zeylanica L.			Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Plumbaginaceae	Plumbago	zeylanica	Plumbago zeylanica	species	L.		accepted		
MUS_514	MUS_514		Andropogon alopecurus (Desv.) Hack.			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Andropogon	alopecurus	Andropogon alopecurus	species	(Desv.) Hack.		accepted		
MUS_515	MUS_515		Aristida setacea Retz.			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Aristida	setacea	Aristida setacea	species	Retz.		accepted		
MUS_516	MUS_516		Arthraxon hispidus (Thunb.) Makino			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Arthraxon	hispidus	Arthraxon hispidus	species	(Thunb.) Makino		accepted		
MUS_517	MUS_517		Brachiaria			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Brachiaria		Brachiaria 	genus			invalid	unplaced	
MUS_518	MUS_518		Brachiaria serpens (Kunth) C.E. Hubb.			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Brachiaria	serpens	Brachiaria serpens	species	(Kunth) C.E. Hubb.		invalid	unplaced	
MUS_519	MUS_519		Brachiaria umbellata  (Trin.) Clayton			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Brachiaria	umbellata	Brachiaria umbellata	species	(Trin.) Clayton		invalid	unplaced	
MUS_520	MUS_520		Chloris barbata Sw.			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Chloris	barbata	Chloris barbata	species	Sw.		accepted		
MUS_521	MUS_521		Chloris filiformis (Vahl.) Poir.			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Chloris	filiformis	Chloris filiformis	species	(Vahl.) Poir.		accepted		
MUS_522	MUS_522		Chrysopogon  argutus (Steud.) Trin. ex Jacks.			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Chrysopogon	argutus	Chrysopogon argutus	species	(Steud.) Trin. ex Jacks.		accepted		
MUS_523	MUS_523		Cymbopogon caesius (Hook. & Arn.) Stapf			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	caesius	Cymbopogon caesius	species	(Hook. & Arn.) Stapf		accepted		
MUS_524	MUS_524		Cynodon dactylon Pers.			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cynodon	dactylon	Cynodon dactylon	species	Pers.		accepted		
MUS_525	MUS_525		Cyrtococcum  multinode (Lam.) J. Clayton			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cyrtococcum	multinode	Cyrtococcum multinode	species	(Lam.) J. Clayton		accepted		
MUS_526	MUS_526		Dactyloctenium ctenoides (Steud.) Bosser			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Dactyloctenium	ctenoides	Dactyloctenium ctenoides	species	(Steud.) Bosser		accepted		
MUS_527	MUS_527		Digitaria bicornis (Lam.) Roem. & Schult.			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Digitaria	bicornis	Digitaria bicornis	species	(Lam.) Roem. & Schult.		accepted		
MUS_528	MUS_528		Digitaria ciliaris (Retz.) Koeler			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Digitaria	ciliaris	Digitaria ciliaris	species	(Retz.) Koeler		accepted		
MUS_529	MUS_529		Digitaria didactyla Willd.			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Digitaria	didactyla	Digitaria didactyla	species	Willd.		accepted		
MUS_530	MUS_530		Eragrostis amabilis (L.) Wight & Arn.			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Eragrostis	amabilis	Eragrostis amabilis	species	(L.) Wight & Arn.		accepted		
MUS_531	MUS_531		Eragrostis ciliaris (L.) R. Br.			Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Eragrostis	ciliaris	Eragrostis ciliaris	species	(L.) R. Br.		accepted		
